门市名称,星期一,星期二,星期三,星期四,星期五,星期六,星期日
桃園藝文門市,星期一、06:30 到 22:00;,星期二、06:30 到 22:00. ,星期三、06:30 到 22:00;,星期四、06:30 到 22:00;,星期五、06:30 到 22:00;,星期六、07:00 到 22:00;,星期日、07:00 到 22:00;
新店建國門市,星期一、07:00 到 21:00;,星期二、07:00 到 21:00. ,星期三、07:00 到 21:00;,星期四、07:00 到 21:00;,星期五、07:00 到 21:00;,星期六、07:00 到 21:00;,星期日、07:00 到 21:00;
桃園總圖門市,星期一、07:30 到 21:30;,星期二、07:30 到 21:30. ,星期三、07:30 到 21:30;,星期四、07:30 到 21:30;,星期五、07:30 到 21:30;,星期六、07:30 到 21:30;,星期日、07:30 到 21:30;
新店北新門市,星期一、06:30 到 21:30;,星期二、06:30 到 21:30. ,星期三、06:30 到 21:30;,星期四、06:30 到 21:30;,星期五、06:30 到 21:30;,星期六、07:00 到 21:30;,星期日、07:00 到 21:30;
桃愛門市,星期一、08:00 到 21:00;,星期二、08:00 到 21:00. ,星期三、08:00 到 21:00;,星期四、08:00 到 21:00;,星期五、08:00 到 21:00;,星期六、08:00 到 21:00;,星期日、08:00 到 21:00;
桃園中山門市,星期一、06:30 到 20:00;,星期二、06:30 到 20:00. ,星期三、06:30 到 20:00;,星期四、06:30 到 20:00;,星期五、06:30 到 20:00;,星期六、07:00 到 20:00;,星期日、07:00 到 20:00;
MITSUI門市,星期一、08:00 到 21:30;,星期二、08:00 到 21:30. ,星期三、08:00 到 21:30;,星期四、08:00 到 21:30;,星期五、08:00 到 22:00;,星期六、08:00 到 22:00;,星期日、08:00 到 22:00;
北新門市(大坪林捷運站),星期一、06:30 到 21:30;,星期二、06:30 到 21:30. ,星期三、06:30 到 21:30;,星期四、06:30 到 21:30;,星期五、06:30 到 21:30;,星期六、07:00 到 21:30;,星期日、07:00 到 21:30;
西門成都門市,星期一、07:00 到 22:00;,星期二、07:00 到 22:00. ,星期三、07:00 到 22:00;,星期四、07:00 到 22:00;,星期五、07:00 到 22:00;,星期六、07:30 到 22:00;,星期日、07:30 到 22:00;
桃園國際門市,星期一、06:30 到 21:00;,星期二、06:30 到 21:00. ,星期三、06:30 到 21:00;,星期四、06:30 到 21:00;,星期五、06:30 到 21:00;,星期六、07:00 到 21:00;,星期日、07:00 到 21:00;
南海門市,星期一、06:30 到 21:00;,星期二、06:30 到 21:00. ,星期三、06:30 到 21:00;,星期四、06:30 到 21:00;,星期五、06:30 到 21:00;,星期六、07:00 到 21:00;,星期日、07:00 到 21:00;
公館水源門市,星期一、08:00 到 19:00;,星期二、08:00 到 19:00. ,星期三、08:00 到 19:00;,星期四、08:00 到 19:00;,星期五、08:00 到 19:00;,星期六、08:00 到 19:00;,星期日、08:00 到 19:00;
經國二門市,星期一、06:30 到 21:00;,星期二、06:30 到 21:00. ,星期三、06:30 到 21:00;,星期四、06:30 到 21:00;,星期五、06:30 到 21:00;,星期六、07:00 到 21:00;,星期日、07:00 到 21:00;
西門昆明門市,星期一、08:00 到 22:00;,星期二、08:00 到 22:00. ,星期三、08:00 到 22:00;,星期四、08:00 到 22:00;,星期五、08:00 到 22:00;,星期六、08:00 到 22:00;,星期日、08:00 到 22:00;
古亭門市,星期一、07:30 到 21:00;,星期二、07:30 到 21:00. ,星期三、07:30 到 21:00;,星期四、07:30 到 21:00;,星期五、07:30 到 21:00;,星期六、07:30 到 21:00;,星期日、07:30 到 21:00;
和平門市,星期一、06:30 到 22:00;,星期二、06:30 到 22:00. ,星期三、06:30 到 22:00;,星期四、06:30 到 22:00;,星期五、06:30 到 22:00;,星期六、06:30 到 22:00;,星期日、06:30 到 22:00;
漢中門市,星期一、07:30 到 22:00;,星期二、07:30 到 22:00. ,星期三、07:30 到 22:00;,星期四、07:30 到 22:00;,星期五、07:30 到 22:30;,星期六、07:30 到 22:30;,星期日、07:30 到 22:30;
林口文化三門市,星期一、07:00 到 21:30;,星期二、07:00 到 21:30. ,星期三、07:00 到 21:30;,星期四、07:00 到 21:30;,星期五、07:00 到 21:30;,星期六、07:00 到 21:30;,星期日、07:00 到 21:30;
八德興豐門市,星期一、07:00 到 21:30;,星期二、07:00 到 21:30. ,星期三、07:00 到 21:30;,星期四、07:00 到 21:30;,星期五、07:00 到 21:30;,星期六、07:30 到 21:30;,星期日、07:30 到 21:30;
新中門市,星期一、07:00 到 21:00;,星期二、07:00 到 21:00. ,星期三、07:00 到 21:00;,星期四、07:00 到 21:00;,星期五、07:00 到 21:00;,星期六、07:30 到 21:00;,星期日、07:30 到 21:00;
新店裕隆城門市,星期一、11:00 到 21:30;,星期二、11:00 到 21:30. ,星期三、11:00 到 21:30;,星期四、11:00 到 21:30;,星期五、11:00 到 22:00;,星期六、11:00 到 22:00;,星期日、11:00 到 21:30;
羅斯福門市,星期一、07:00 到 21:00;,星期二、07:00 到 21:00. ,星期三、07:00 到 21:00;,星期四、07:00 到 21:00;,星期五、07:00 到 21:00;,星期六、07:00 到 21:00;,星期日、07:00 到 21:00;
文化門市,星期一、07:00 到 21:30;,星期二、07:00 到 21:30. ,星期三、07:00 到 21:30;,星期四、07:00 到 21:30;,星期五、07:00 到 21:30;,星期六、07:00 到 21:30;,星期日、07:00 到 21:30;
重慶門市,星期一、07:00 到 21:00;,星期二、07:00 到 21:00. ,星期三、07:00 到 21:00;,星期四、07:00 到 21:00;,星期五、07:00 到 22:00;,星期六、07:00 到 22:00;,星期日、07:00 到 21:00;
